,coords,label
2044,"[ 0.4737058   0.84505653 -0.00000051  0.58333027  0.74430466 -0.10924587
  0.63484472  0.57625932 -0.16100304  0.61228973  0.39974788 -0.20580269
  0.5680123   0.26620799 -0.22681756  0.62282652  0.41202652 -0.02196729
  0.64384866  0.32467413 -0.12698744  0.64406359  0.46452329 -0.16779818
  0.62992942  0.51327562 -0.1762557   0.51524395  0.41492787 -0.00431374
  0.52791959  0.34726721 -0.10342474  0.54465109  0.53278762 -0.10427243
  0.54574764  0.52677792 -0.07922861  0.41521755  0.44062933 -0.01291069
  0.43397647  0.4056161  -0.13079365  0.46665943  0.56632137 -0.09834401
  0.46325043  0.56697893 -0.04600951  0.30935585  0.47370312 -0.03018153
  0.35094371  0.46260047 -0.09999322  0.38935369  0.5629015  -0.07625724
  0.38859385  0.57057089 -0.03949412]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0.]"
2045,"[ 0.62086034  0.68508303  0.00000011  0.65098727  0.64402378 -0.16729768
  0.60209322  0.60108566 -0.25898299  0.48635513  0.58178508 -0.32738754
  0.37230766  0.55077708 -0.38087374  0.55943537  0.32603773 -0.16768914
  0.48422927  0.1588351  -0.27308077  0.368626    0.14845739 -0.31397444
  0.29776689  0.2144639  -0.3237215   0.47051623  0.38130018 -0.1235582
  0.32390675  0.38635138 -0.22897518  0.37549207  0.48540682 -0.23174155
  0.45965093  0.505247   -0.20378523  0.40339136  0.45704323 -0.10054608
  0.30947813  0.51086867 -0.2088951   0.38683677  0.57988942 -0.18919715
  0.45562577  0.5634535  -0.1465815   0.35639936  0.53566837 -0.09176271
  0.30377108  0.58209479 -0.18072315  0.37394297  0.633623   -0.1722142
  0.44019124  0.62664747 -0.13871855]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0.]"
2046,"[ 0.38561016  0.87298721 -0.00000164  0.54170656  0.8164072  -0.06811777
  0.66143173  0.69438839 -0.09717524  0.75866425  0.59746492 -0.12785096
  0.85491014  0.57034969 -0.14788632  0.54915273  0.51209342 -0.04833439
  0.52114791  0.42524743 -0.13202409  0.49129629  0.5407753  -0.16960689
  0.48893717  0.63520378 -0.17535302  0.44323453  0.50283957 -0.04383104
  0.40883848  0.4369638  -0.15008935  0.40042204  0.58147615 -0.17672925
  0.41296518  0.67814797 -0.1642151   0.34542376  0.51420438 -0.05332758
  0.30483305  0.4597699  -0.15352674  0.31958482  0.58063263 -0.16292918
  0.34637278  0.66352254 -0.13350326  0.25830096  0.53559399 -0.06790671
  0.21149892  0.39883527 -0.11969826  0.16915867  0.31600878 -0.13198626
  0.13784271  0.23336764 -0.12427304]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0.]"
2047,"[ 0.46981069  0.95528191  0.00000016  0.62420052  0.90249175 -0.06733397
  0.73884755  0.78030467 -0.09182528  0.71941555  0.64003086 -0.11432774
  0.65709823  0.55246156 -0.13149898  0.64364433  0.56578672 -0.01188506
  0.65138131  0.41079846 -0.08199809  0.63241982  0.41741055 -0.14195764
  0.60822344  0.46647885 -0.16958781  0.55891573  0.54297894 -0.00905537
  0.56814367  0.3477332  -0.0442521   0.56920815  0.22929281 -0.08028501
  0.57194215  0.13801631 -0.10288487  0.486929    0.55521476 -0.02242246
  0.48937476  0.37510586 -0.05850529  0.49227005  0.26258481 -0.08395593
  0.5017823   0.17032439 -0.09658136  0.40677634  0.59895456 -0.04428134
  0.40866929  0.46045223 -0.0710959   0.41532272  0.3752943  -0.07700663
  0.42573363  0.29678774 -0.07703222]","[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2048,"[ 0.62882942  0.82474095  0.00000091  0.74425852  0.734483   -0.06927712
  0.76642138  0.57842743 -0.07718868  0.70201904  0.45324442 -0.07838633
  0.62215471  0.39168757 -0.07696781  0.78822482  0.50811636 -0.03715751
  0.79404593  0.33650026 -0.07960199  0.77748257  0.22968422 -0.10362393
  0.76593024  0.13487381 -0.11700105  0.68823647  0.50479877 -0.03163677
  0.65749371  0.32956168 -0.08625257  0.62142885  0.21123001 -0.11962632
  0.59862423  0.10794953 -0.13125126  0.59580266  0.54059201 -0.03371198
  0.561656    0.44483557 -0.13452783  0.59404087  0.55774754 -0.14706171
  0.61974132  0.63693559 -0.12030374  0.51227081  0.60423005 -0.03833128
  0.48549628  0.52354121 -0.12378669  0.52087605  0.6002565  -0.11962999
  0.54703712  0.66144979 -0.09310146]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0.]"
2049,"[ 0.79017687  0.79370332 -0.00000013  0.84415841  0.69548982 -0.07969084
  0.83283418  0.56780392 -0.13142285  0.75676686  0.51975393 -0.17939861
  0.66389883  0.50580448 -0.22568774  0.65660578  0.40171432 -0.08802059
  0.51742035  0.29288357 -0.16484132  0.41542584  0.22132631 -0.21760665
  0.33400398  0.1681751  -0.25230759  0.58285314  0.48020646 -0.08807706
  0.57819253  0.44257313 -0.21273103  0.67388034  0.53133661 -0.25301901
  0.74519533  0.60152382 -0.25256789  0.529679    0.57053792 -0.0954873
  0.53007567  0.55378312 -0.21423768  0.64110434  0.63567859 -0.20349224
  0.71729279  0.68984175 -0.16555655  0.49218175  0.67178309 -0.10896675
  0.48846146  0.64922529 -0.1974351   0.58733916  0.70290065 -0.18431327
  0.65490472  0.73462594 -0.15057893]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 1.]"
2050,"[ 0.5241611   0.92506129  0.00000046  0.65635955  0.89917088 -0.10291258
  0.75297725  0.76722562 -0.14693867  0.75771588  0.63717997 -0.18293495
  0.66533697  0.55731332 -0.21373104  0.72300065  0.57092476 -0.06683627
  0.75183791  0.44346538 -0.15816194  0.73361868  0.47292745 -0.22700848
  0.69857419  0.52451479 -0.25653476  0.6391353   0.52982116 -0.05306119
  0.65904874  0.33658987 -0.09883529  0.66580009  0.21241733 -0.13657427
  0.66214758  0.10824838 -0.15977043  0.55326259  0.53136194 -0.05844697
  0.56203306  0.34517413 -0.10560687  0.57032317  0.22547877 -0.14165269
  0.57257921  0.12296337 -0.16157924  0.45845747  0.55405694 -0.07421745
  0.46560204  0.4110181  -0.11101889  0.4717167   0.31748712 -0.12900276
  0.47992468  0.2338257  -0.13907428]","[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2051,"[ 0.35925633  0.81456518  0.00000045  0.32292533  0.82639039 -0.17457703
  0.28671408  0.78018951 -0.2987195   0.29663947  0.65323126 -0.38589942
  0.31048244  0.51953387 -0.46649492  0.43905306  0.88779706 -0.38329798
  0.47293875  0.74363923 -0.51719165  0.52254313  0.66024202 -0.58949584
  0.54943788  0.59972769 -0.62528831  0.50691462  0.79316264 -0.33273429
  0.5133      0.59871119 -0.46794379  0.50851911  0.52298421 -0.51681083
  0.47291237  0.49161017 -0.55125356  0.52278668  0.69657856 -0.2780757
  0.50373304  0.50492489 -0.39719579  0.50496125  0.47530591 -0.41534725
  0.47688228  0.48634234 -0.41731218  0.50482976  0.61845195 -0.2312288
  0.48075902  0.46299952 -0.28439081  0.49023801  0.42592216 -0.26989087
  0.4980979   0.42348817 -0.25993407]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0.]"
2052,"[ 0.81400174  0.80287504  0.00000132  0.79820395  0.63106871 -0.11856642
  0.70805264  0.50473267 -0.15345871  0.60712314  0.43659785 -0.18442756
  0.52589536  0.47896788 -0.21601401  0.50221342  0.55549741 -0.04225754
  0.35465053  0.52175623 -0.08104853  0.26025134  0.51210809 -0.12262627
  0.18213576  0.50844908 -0.15959376  0.47980449  0.6445722  -0.03318099
  0.31145033  0.61212671 -0.08940277  0.19338444  0.58871049 -0.16649409
  0.10745901  0.57183355 -0.22812794  0.48502502  0.73446304 -0.04254418
  0.3450405   0.72504675 -0.14858226  0.36665004  0.71324825 -0.25563949
  0.43110177  0.71061146 -0.31419766  0.49637398  0.8248328  -0.05984186
  0.38642535  0.82775784 -0.1694895   0.40503749  0.81482828 -0.25560603
  0.45976543  0.80087233 -0.3117978 ]","[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2053,"[ 0.61029232  0.83436471  0.00000139  0.71690303  0.80452752 -0.08696907
  0.76834732  0.69802248 -0.12695526  0.72420996  0.58669746 -0.16121136
  0.66973126  0.48955172 -0.19053367  0.72806805  0.54575372 -0.07941179
  0.75230628  0.39152375 -0.14758106  0.76055825  0.29312944 -0.18374045
  0.76670086  0.20657808 -0.20449409  0.63900751  0.54086536 -0.08122131
  0.61298692  0.36651912 -0.17836164  0.60395938  0.25330904 -0.22996062
  0.59135711  0.15318549 -0.2490833   0.56125122  0.57816076 -0.09074458
  0.51525301  0.51320356 -0.22107334  0.55204254  0.63405281 -0.23200516
  0.58485848  0.70174026 -0.20014316  0.49183685  0.63848048 -0.10392777
  0.46116188  0.59057146 -0.2049429   0.50046313  0.67817318 -0.20158389
  0.53101605  0.72904044 -0.1732965 ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2054,"[ 0.48183674  0.73809451 -0.00000096  0.6008082   0.64756    -0.06504692
  0.70969969  0.52719223 -0.09594297  0.82565254  0.44502255 -0.12931661
  0.93173808  0.41429392 -0.14759195  0.65416032  0.37722942 -0.00362764
  0.6347962   0.27520213 -0.08089919  0.61781085  0.38473374 -0.1204924
  0.62514544  0.45696679 -0.12571144  0.56044441  0.36740473  0.00505058
  0.54154062  0.28064054 -0.0817332   0.53729755  0.41158527 -0.10603011
  0.54899156  0.47061783 -0.09396689  0.47335082  0.37417588 -0.00245681
  0.45378041  0.29297361 -0.07785808  0.46302822  0.41569042 -0.07228132
  0.47990692  0.49984527 -0.03681891  0.39243069  0.38736671 -0.01673247
  0.39229465  0.25095871 -0.0430655   0.3913762   0.16730848 -0.03814612
  0.39283592  0.08583701 -0.01968356]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0.]"
2055,"[ 0.47520515  0.9348712   0.00000101  0.63547766  0.83573067 -0.0413034
  0.68097758  0.68949336 -0.01494243  0.61509579  0.55434346  0.01740959
  0.52164531  0.52043957  0.0487938   0.64989889  0.57655698  0.05566308
  0.68574184  0.42128479  0.07057047  0.69922215  0.32455721  0.06592095
  0.70664126  0.23456722  0.05594663  0.55558264  0.55797333  0.05819954
  0.5704022   0.38407114  0.06963398  0.57002604  0.26683113  0.04611545
  0.57507044  0.16511109  0.02667261  0.4645662   0.57033247  0.05049373
  0.44999737  0.40397274  0.0163217   0.43915707  0.29855409 -0.04477933
  0.43343034  0.20803684 -0.08402608  0.37118387  0.61746097  0.04135114
  0.36951202  0.50004542 -0.00551968  0.40145838  0.55236471 -0.02501297
  0.43409419  0.63258249 -0.03480725]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0.]"
2056,"[ 0.55854857  0.7173562  -0.00000116  0.7039755   0.65233618 -0.13298246
  0.77993751  0.47227293 -0.18837062  0.70847172  0.32086012 -0.22952653
  0.55542958  0.28945792 -0.2530722   0.70838839  0.24696445 -0.06200555
  0.64998919  0.11807972 -0.16960563  0.6476391   0.25382382 -0.22802851
  0.66056049  0.32206857 -0.2506876   0.58059061  0.2590436  -0.03323024
  0.51811522  0.12742355 -0.14775185  0.53563046  0.29588953 -0.18412772
  0.56501365  0.3624801  -0.17663154  0.46623203  0.29511249 -0.02594827
  0.3990441   0.15636538 -0.13665026  0.43293864  0.30754942 -0.12911934
  0.47380018  0.38998422 -0.0907827   0.36146969  0.35248339 -0.029278
  0.30699152  0.27177718 -0.10541607  0.3470996   0.35878566 -0.09964957
  0.39832833  0.41536975 -0.07075788]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0.]"
2057,"[ 0.57590103  0.86239588  0.00000194  0.69018352  0.82349521 -0.09827492
  0.72387874  0.69456416 -0.14744802  0.64241391  0.58833212 -0.18549953
  0.53779709  0.53388035 -0.22086313  0.68182307  0.55982411 -0.12587811
  0.6851095   0.38091025 -0.20661989  0.68724138  0.27061069 -0.24919079
  0.69482183  0.17360884 -0.27200142  0.5806669   0.56520015 -0.12416883
  0.55098844  0.37280428 -0.23162967  0.53921044  0.2383084  -0.28520876
  0.53206307  0.12378699 -0.30359161  0.49863231  0.611045   -0.12744322
  0.44963485  0.54166275 -0.26694044  0.50775295  0.66628295 -0.27227923
  0.55601233  0.74995697 -0.23262833  0.43674105  0.68320876 -0.13476564
  0.40172958  0.64596146 -0.24547821  0.45945203  0.73609465 -0.23706897
  0.50097197  0.79560918 -0.20101564]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0.]"
2058,"[ 0.571998    0.7403363  -0.0000011   0.69216043  0.61336619 -0.07210218
  0.68762964  0.43410641 -0.10617392  0.56412959  0.33391911 -0.13464861
  0.43597546  0.27706891 -0.15280911  0.665097    0.31195807 -0.02666802
  0.72631562  0.21315292 -0.11475447  0.74395722  0.31388772 -0.17866026
  0.72943079  0.4244028  -0.210206    0.56702495  0.31593066 -0.02573573
  0.63636959  0.17310323 -0.10886074  0.67194283  0.29735142 -0.13813235
  0.66675454  0.41880551 -0.13847537  0.46467993  0.34772471 -0.04038168
  0.50583291  0.18856253 -0.13235459  0.58217186  0.29923311 -0.13073573
  0.60684413  0.40513709 -0.10678684  0.35992095  0.41513145 -0.05988802
  0.42301354  0.33693358 -0.13991734  0.50660521  0.42560652 -0.13791053
  0.538867    0.50573319 -0.11843588]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2059,"[ 0.648063    0.82784331 -0.00000038  0.74748677  0.70757151 -0.05577312
  0.74372131  0.51790792 -0.06926181  0.61037362  0.42910784 -0.08578673
  0.48402804  0.38915557 -0.09129561  0.74880022  0.39414534  0.03749267
  0.74599868  0.26711613 -0.04915709  0.7565251   0.36419335 -0.11641126
  0.76786447  0.47860056 -0.1475752   0.64170504  0.40805754  0.03087125
  0.63330448  0.25802958 -0.06653742  0.65727794  0.39125583 -0.12369889
  0.68363917  0.51126385 -0.13322523  0.54734868  0.4506754   0.00673922
  0.53208667  0.28065938 -0.09742181  0.5783087   0.4255459  -0.11839823
  0.61198008  0.53647155 -0.10109374  0.45826417  0.5248211  -0.0211742
  0.48930138  0.46683085 -0.11115244  0.53620261  0.57164448 -0.12470404
  0.56844103  0.64305222 -0.11111933]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2060,"[ 0.58967233  0.61509454  0.00000079  0.56127799  0.56382656 -0.14207442
  0.50785512  0.47634465 -0.18277262  0.42953315  0.42115593 -0.18755496
  0.35149121  0.39933985 -0.17787722  0.54696012  0.34490973 -0.14766082
  0.50896329  0.19157238 -0.2324447   0.42248249  0.1529047  -0.28157258
  0.35230908  0.15422472 -0.29688597  0.5174917   0.3793191  -0.0822174
  0.48503175  0.2409503  -0.15725559  0.43202636  0.20965892 -0.18085815
  0.40069482  0.20099294 -0.17749876  0.48150879  0.41986001 -0.03153647
  0.39095101  0.39702067 -0.11678079  0.4119392   0.48114759 -0.13189407
  0.45732072  0.51552832 -0.11146197  0.46169811  0.45335886  0.01075346
  0.38592392  0.461099   -0.05321186  0.41415286  0.51575971 -0.06195493
  0.45818752  0.53651708 -0.04741088]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0.]"
2061,"[ 0.89317501  0.66191715  0.00000184  0.8658489   0.47938749 -0.11356101
  0.74764532  0.39666325 -0.17378375  0.65827316  0.3676731  -0.23121184
  0.5445959   0.36240196 -0.29077941  0.54413706  0.46822581 -0.13151859
  0.40048498  0.44654697 -0.22729535  0.29884532  0.44695157 -0.29281569
  0.21089187  0.45547268 -0.33995026  0.54696649  0.57286924 -0.15419963
  0.36202157  0.55475628 -0.28170624  0.23265871  0.53523082 -0.37502477
  0.12740022  0.52483231 -0.43314809  0.58876288  0.67337227 -0.19021867
  0.49237242  0.65941757 -0.36883411  0.59604585  0.62592345 -0.44749251
  0.67342305  0.60480911 -0.46712148  0.64276528  0.7662636  -0.23090097
  0.58256167  0.756051   -0.39374256  0.66449493  0.72266805 -0.45381945
  0.72844231  0.7020452  -0.47604746]","[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2062,"[ 0.79041862  0.27896088 -0.00000037  0.77705741  0.38781488 -0.18961504
  0.68537772  0.49330404 -0.25449997  0.5916304   0.58871597 -0.27712879
  0.50614405  0.65057611 -0.29533783  0.45417333  0.30909806 -0.22450304
  0.27385435  0.37739533 -0.28507939  0.15969491  0.39154294 -0.32236981
  0.05670685  0.40077102 -0.34849706  0.42663765  0.28376752 -0.13968901
  0.37369609  0.50213784 -0.21762164  0.4239586   0.65247786 -0.25595206
  0.47827366  0.74334395 -0.27030557  0.42770246  0.29548427 -0.06407318
  0.41073754  0.5064069  -0.1532144   0.48397657  0.59886122 -0.18797287
  0.53942764  0.63647097 -0.19025907  0.44362134  0.31600651  0.0006547
  0.44983789  0.49535459 -0.08250327  0.51145703  0.55224264 -0.11325776
  0.57110614  0.56660736 -0.11373428]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2063,"[ 0.86815584  0.66095728  0.00000193  0.84520262  0.4995226  -0.09195711
  0.71596396  0.38288155 -0.12193684  0.58094805  0.35368145 -0.14373909
  0.47501779  0.40353802 -0.16371995  0.52075326  0.48342714 -0.07891764
  0.35234207  0.47439682 -0.13574339  0.24980825  0.48314816 -0.16816095
  0.15528738  0.49579492 -0.18623726  0.50576138  0.58524668 -0.07304661
  0.30991316  0.57091862 -0.15279011  0.1804696   0.55794108 -0.19925112
  0.07416657  0.55047363 -0.21707591  0.5371244   0.68371224 -0.07482653
  0.43040109  0.69882518 -0.19634324  0.55253416  0.6599772  -0.20917714
  0.64379138  0.6324935  -0.17941548  0.59823948  0.77286291 -0.0808045
  0.52383971  0.76665568 -0.18224198  0.61682391  0.72075504 -0.18130937
  0.69146329  0.69184536 -0.15331872]","[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2064,"[ 0.79506886  0.26968712 -0.00000048  0.79471147  0.36484021 -0.2204708
  0.71211511  0.47201425 -0.31691146  0.62654757  0.57978696 -0.36189485
  0.52861881  0.63783276 -0.40424368  0.49446243  0.27756453 -0.31592378
  0.34378091  0.38078505 -0.4249714   0.24257447  0.43585324 -0.50208366
  0.15579122  0.47430062 -0.54935539  0.45929858  0.2654821  -0.21536218
  0.4012793   0.50093234 -0.31683138  0.45408827  0.66063195 -0.35516331
  0.50630862  0.76526999 -0.36898899  0.44968265  0.28470856 -0.1238061
  0.4087981   0.4953748  -0.221342    0.46336862  0.59694779 -0.2464803
  0.49764919  0.64881766 -0.24323119  0.45778924  0.30824322 -0.04532416
  0.44373971  0.4736256  -0.12663184  0.4902398   0.54893488 -0.14560695
  0.53823316  0.58880371 -0.13926315]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2065,"[ 0.47402534  0.84015596 -0.00000167  0.60091764  0.77188593 -0.06017712
  0.68698025  0.63002676 -0.07657041  0.74143159  0.51361912 -0.09288739
  0.83308446  0.50135505 -0.09925863  0.60796076  0.49550739 -0.03958107
  0.54113621  0.42982385 -0.11264143  0.51582664  0.53885716 -0.13758112
  0.52095515  0.62775421 -0.13097239  0.5196529   0.49778497 -0.03007137
  0.45396274  0.45593828 -0.12876065  0.45822674  0.5864259  -0.14924985
  0.47540492  0.67012292 -0.13103653  0.43964845  0.50690228 -0.03236252
  0.37516135  0.47397456 -0.12986813  0.40207827  0.58852434 -0.14103349
  0.43905902  0.66534925 -0.11033051  0.36069816  0.51939893 -0.03759231
  0.3287017   0.38929063 -0.08192448  0.30432785  0.30878609 -0.09084277
  0.28644341  0.23326874 -0.07977214]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0.]"
2066,"[ 0.6286093   0.84575772  0.00000084  0.75527346  0.73459828 -0.05962286
  0.76809186  0.56887567 -0.05859308  0.69576842  0.43376121 -0.05439662
  0.61553609  0.37274539 -0.0481692   0.78580052  0.50080395 -0.01741138
  0.78683668  0.32342583 -0.05051056  0.76821244  0.21456949 -0.06837127
  0.75677329  0.11954099 -0.07962231  0.68552059  0.4999637  -0.01414332
  0.64957929  0.32490486 -0.0663357   0.61303347  0.2054598  -0.10051854
  0.59255773  0.10197476 -0.1143565   0.59430724  0.54066682 -0.01817902
  0.55890089  0.4371191  -0.12076018  0.59419358  0.54604864 -0.13946529
  0.62169516  0.62552464 -0.11745608  0.51006639  0.60777503 -0.02369324
  0.48163593  0.52576196 -0.11614981  0.5227412   0.59549803 -0.12258051
  0.55487764  0.65292561 -0.10372565]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0.]"
2067,"[ 0.8895117   0.69996023  0.0000018   0.85981023  0.51343828 -0.10285901
  0.7388522   0.42437881 -0.15097143  0.64106756  0.38912994 -0.19755813
  0.52796966  0.38885289 -0.24507101  0.53080374  0.4972969  -0.1080833
  0.38209334  0.47296536 -0.19451152  0.27925175  0.46941087 -0.25308526
  0.18724385  0.47174504 -0.29492527  0.52616084  0.60058677 -0.13092765
  0.34301436  0.58053601 -0.25218916  0.21056235  0.55697984 -0.33662909
  0.1095078   0.54228467 -0.38559979  0.56560469  0.70276308 -0.16665135
  0.46484908  0.69183689 -0.33981282  0.58171272  0.66734439 -0.40291542
  0.66788507  0.65210402 -0.40805241  0.62226659  0.7997604  -0.20685621
  0.55590701  0.78866047 -0.36391836  0.64210373  0.75916797 -0.41215619
  0.70893568  0.74020684 -0.42222536]","[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2068,"[ 0.54085886  0.85899442  0.00000082  0.67364973  0.79438603 -0.0745455
  0.76536518  0.63668042 -0.08642656  0.76142949  0.48407477 -0.09401108
  0.68620014  0.39570445 -0.09818213  0.71052492  0.48925507 -0.02296921
  0.68562526  0.30832776 -0.07150108  0.65163416  0.19592765 -0.10615999
  0.61544806  0.09824234 -0.12809248  0.61867446  0.48756897 -0.01745512
  0.62541008  0.30384803 -0.08661299  0.607831    0.19299078 -0.12856619
  0.58397156  0.09771517 -0.14317976  0.53123254  0.51941592 -0.02246846
  0.49515706  0.38892508 -0.13090058  0.51725358  0.51387036 -0.14133348
  0.54240537  0.60863125 -0.11202442  0.44050497  0.57596517 -0.03188987
  0.41381651  0.48618153 -0.12133921  0.44095618  0.56632638 -0.11983554
  0.4730882   0.62991804 -0.09445234]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2069,"[ 0.33620495  0.76908278  0.00000124  0.45711163  0.75038695 -0.02296804
  0.56973755  0.67289162 -0.06163594  0.66017967  0.63399637 -0.10762142
  0.76040488  0.61886078 -0.15841989  0.48106435  0.45989606 -0.05532761
  0.56891912  0.36087081 -0.12607192  0.6711328   0.34682953 -0.18063509
  0.76184076  0.36273587 -0.21576969  0.43183625  0.45476115 -0.08745001
  0.54544479  0.33290669 -0.1540637   0.66673577  0.32679027 -0.20179574
  0.76326585  0.3575815  -0.23328914  0.38735443  0.47375882 -0.1245341
  0.50148314  0.34154105 -0.18597318  0.6284796   0.33322591 -0.22085558
  0.73001981  0.36074585 -0.24129045  0.35434294  0.51774049 -0.16369295
  0.44833225  0.42216346 -0.21758868  0.54816103  0.40014535 -0.24355273
  0.6322366   0.40884683 -0.25923741]","[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
2070,"[ 0.55172431  0.93266022  0.0000012   0.67405736  0.8546195  -0.06177718
  0.71818674  0.68992972 -0.07148208  0.64538741  0.55482894 -0.06967803
  0.55635041  0.4881627  -0.07166391  0.71313471  0.5514791  -0.05475847
  0.77387762  0.38768274 -0.07774848  0.80534238  0.2883147  -0.09572286
  0.8295778   0.19788781 -0.11143056  0.61310995  0.53402323 -0.05698065
  0.62589931  0.33890221 -0.0784105   0.63463736  0.21646529 -0.10520303
  0.64815259  0.1159386  -0.12225538  0.52224261  0.56453121 -0.06492672
  0.47477078  0.38101974 -0.12609845  0.45298126  0.254691   -0.19132903
  0.44424975  0.1449219  -0.23412612  0.44109207  0.63341933 -0.0732282
  0.44055969  0.57361907 -0.15156847  0.47044998  0.64095163 -0.18210645
  0.49819934  0.70578325 -0.19716348]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0.]"
